title,author,year,url,text
Вясна,Якуб Колас,1910,https://knihi.com/Jakub_Kolas/Viasna_viasna.html,"Вясна, вясна


Жаданая!


Ты прыйдзеш зноў,


Ты вернешся!


 


Вясёлы спеў,


Прыветлівы


Вады ў руччах


Пачуецца.


 


Ачнецца гай


  І з песнямі


  Ў зялёны ліст


Адзенецца.


 


Напоўніць лес


Птушыны свіст,


Травою луг


Акрыецца.


 


А з полудня


З маланкаю


Хмурыначка


  Націснецца,


 


І першы гром,


Як музыка,


Таемна так


Пракоціцца.


 


Зямелька ўся


Ўскалышацца,


Дажджом яна


Абмыецца.


У прыродзе ўсё


    Народзіцца,


І маладосць


Ёй вернецца.


 


Ды толькі мне


Не вернешся,


Не вернешся


Ты, моладасць.


 


Вясна, вясна


Жаданая!


Ты вернешся,


    Ты вернешся!"
Пажаданні пад новы 1943 год,Якуб Колас,1942,https://knihi.com/Jakub_Kolas/Pazadanni_pad_novy_1943_hod.html,"Слова сваё шлю роднаму краю


І вам, мае сёстры, браты!


Што я скажу? Што пажадаю,


Спаўняючы звычай святы?


 


Зычу я, брацці, зычу ад сэрца


Пазбыць вам крывавы палон;


Выкінуць псіну і людажэрца,


Прасмердлага фюрэра вон;


 


Вымасціць гоні трупамі фрыцаў,


Угноіць іх мясам пяскі;


Кубэ Вільгельма — ката, тупіцу, —


Як гада, парваць на кускі;


 


Здраднікаў змесці жалезнай мятлою,


Павесіць прадажных пісак;


Лютых баронаў з чэляддзю злою


На прывязь узяць, як сабак;


 


Дымам развеяць погань і нечысць


І крыкнуць на ўвесь свет: — Зважай!


Наваль стрымалі дужыя плечы,


Жыве і жыць будзе наш край!"
Шаснаццатая гадавіна,Якуб Колас,1933,https://knihi.com/Jakub_Kolas/Sasnaccataja_hadavina.html,"Цвёрды крок жалезнай волі


След пакінуў, як ніколі,


Ў гэты слаўны год.


Бальшавіцкаму напору


Паддаліся скалы, горы


І паўночны лёд.


 


Гэтай воляй і стыхія


Ў берагі ўвайшла другія:


Рэкі, вадаспад


 


Намаганнем тым геройскім


Па канале Беламорскім


Пацяклі назад.


 


У пустэлях Каракума


Гімны пеў маторным шумам


Караван аўто.


 


То не людзі, а тытаны,


Зразумелі, кім пазваны


Біцца і за што.


 


І глыбіні стратасферы


Бальшавіцкі розум змераў,


Як ніхто нідзе.


 


Творчай воляй камуністаў


Шлях праложаны агністы


Вольнай грамадзе.


 


Днепрабуд, Магнітастроі...


Слава, гонар вам, героі!..


Вораг, чуй, зважай!


 


Шлях шырокі ў свет адкрыты.


Дык красуйся і жыві ты,


Наш Савецкі край!"
Покліч,Якуб Колас,1921,https://knihi.com/Jakub_Kolas/Poklic_sercam.html,"Гэй, чулыя сэрцам! Гэй, душы жывыя!


      Ідзіце вы долю каваць!


У вас жа ёсць сілы яшчэ маладыя,


        У вас жа ёсць крыллі лятаць!


 


Але сцеражыся: балотная бросня


        Іх кожную хвілю сачыць,


А гніллю зацягне — душа не ўваскросне,


        Ўгару над зямлёй не ўзляціць.


 


Вы чуеце хваляў жывых набяганне?


        Прыгледзьцеся: новыя дні


На вас пазіраюць у іскрах світання,


        І свецяць другія агні.


 


Спяшайцеся, брацці, расою халоднай


        Ваш твар выразлівы абмыць


І дух той гаючы палёў, нівы роднай


        У грудзі чым больш захапіць.


 


Але памятайце — на вашым сумленні


        Не сплачаны доўг векавы:


То доўг прад народам, то доўг разумення,


        Якое зачэрпалі вы


 


З народнага скарбу душы самабытнай


        І скарбу яго мазалёў:


То ён, працавік наш, то ён, старажытны,


        На гору вас моўчкі узвёў.


 


Гадуе вас поле, што золатам ззяе


        Пяскоў, неўраджайных пяскоў,


Вас корміць сярмяга, што долі не знае,


        Не ведае ласкі братоў.


 


Ідзіце ж к народу, як добрыя дзеці,


        Ідзіце, злучайце яго


І горкую праўду у вочы скажэце,


        Чаго ён гаруе, чаго?"
"Не дай, Божа, сэрцам знікнуць...",Якуб Колас,1912,"https://knihi.com/Jakub_Kolas/Nie_daj,_Boza,_sercam_zniknuc.html","Не дай, Божа, сэрцам знікнуць


І душой апасці,


Страціць веру і надзею


На жыццё і шчасце:


 


Бо без веры і надзеі


Ў свеце ўсё пастыла,


Бо, згубіўшы сэрца крэпасць,


Чалавек — магіла."
Сцёпкаў сон,Якуб Колас,1908,https://knihi.com/Jakub_Kolas/Sciopkau_son.html,"Рана Сцёпка абудзіўся


І ляжыць – не спіцца:


Сон яму такі прысніўся –


Толькі падзівіцца!


 


Быццам жыта сеяць выйшлі


Ў поле пры дарозе, –


Сцёпку нават зышло з мыслі,


Што ён у астрозе, –


 


Поле сонцам скрозь заліта, –


Шырыня, раўніна!


Глеба тлуста, сакавіта –


Чарназём ды гліна.


 


Не дакінеш проста вокам


Да суседскіх межаў,


А на лузе іх шырокім


Што ні стог, то вежа!


І суседзі тут у полі


Ходзяць з карабкамі,


Сеюць жыта на прыволлі,


Рэжуць дол плугамі,


 


Робяць гоні і разоркі...


Ветрык ціха вее.


Трохі воддаль на прыгорку


Вёска іх чарнее.


 


З-за сялянскіх хат адметна,


Між гумён, адрынак,


Пазірае так прыветна


І Сцёпкаў будынак...


 


Углыбіўся Сцёпка ў мары,


Думцы ўвесь аддаўся,


Пра астрог забыў, пра нары,


Дзе ўсю ноч валяўся.


 


Тут ён целам, там – душою,


Там, у родным полі,


Дзе хадзіў ён за сахою,


Дзе пазнаў нядолю.


 


Ды забыта ўсё ліхое,


Ўсё, што дух смуціла,


Засталося дарагое,


Што так сэрцу міла.


 


Але зараз рассвітала,


Нудны дзень вярнуўся.


Сон і мары – ўсё прапала,


Як астрог ачнуўся."
Водгулле,Якуб Колас,1921,https://knihi.com/Jakub_Kolas/Vodhulle.html,"Ці коска зазвоніць у час касавіцы,


Ці песню дзяўчо запяе,


Ці неба заззяе ў агнях бліскавіцы,


Ці вецер задзьме-зазлуе,


 


Ці гром гучнабежны пракоціцца ў хмарах,


Ці грукне над лесам пярун, –


Ўсё водгук знаходзіць у вольных абшарах,


Ўсё іх дакранаецца струн.


 


А ты, калі гора каго напаткае,


Ці жальба пачуецца, плач,


Або запануе дзе крыўда ліхая –


На ўсё адгукніся, адзнач.


 


А радасць пачуеш, надзеі ўзаўюцца,


Каб добрыя весткі падаць,


Няхай тады струны твае засмяюцца


І песняю шчасця гучаць."
Савецкім народам,Якуб Колас,,https://knihi.com/Jakub_Kolas/Savieckim_narodam.html,"Розум, і воля, і сэрца народаў!


Буры і громы прайшлі.


Сцяг пераможны вялікіх паходаў —


Слава савецкай зямлі.


 


Дружбай народаў магутна краіна,


Моц наша ў згодзе святой.


Будзь жа шчасліва ты, наша пуціна,


Вечна свяці яснатой!


 


Хто ж нашу дружбу пасмее парушыць,


Руку падніме на нас —


Трупамі лягуць іх чорныя душы,


Гібелі будзе ім час,


 


Нам пакараюцца мора і рэкі,


Горы і нетры зямлі.


Леніну, Сталіну слава навекі –


Сілу яны нам далі!"
З астрога на волю,Якуб Колас,1910,https://knihi.com/Jakub_Kolas/Z_astroha_na_volu.html,"Бабёр устаў даволі рана,


Яшчэ і змены не было.


Ўсю гэту ноч ён спаў пагана,


А колькі думак праплыло,


То аднаму Бабру вядома


Ды тым пахілкам-бедаком,


Хто, як Бабёр, не мае дома,


Не мае ў людзі выйсці ў чом.


Глыбока спаў астрог пракляты,


  І сам Алейчык спачываў


І сніў цэйхгауз і бушлаты,


Падвал, дзе шум ён падымаў,


Дзе ён адзін парадкі знае,


Усіх аматар ашукаць.


Бабёр тым часам з нар спаўзае,


Ідзе «парашку»  «прывітаць»,


Ў «ваўчок» зірнуў скрозь карыдору,


Пачухаў сцёгны і жывот...


Ох, гэты сверб! Ох, вошы-гора!


    Калі вы пойдзеце на звод?


Бабёр хоць, праўда, з імі зжыўся


І хоць не надта іх кахаў,


Але й не надта бараніўся,


І ім жыцця ён не ўціскаў.


Бабру не раз хто назаляе:


«Глядзі, Бабёр,— унь вош паўзе!»


«Паўзе? то што? бо ногі мае!


Не зʼесць, нябось, не загрызе!»


Прысеў Бабёр на цвёрдай нары,


    Знайшоў акурак, закурыў


І нізка голаву спусціў —


Яму свабода горай кары!


А сёння тэрмін быць на волі.


Куды ж ён дзенецца, бядак?


Ідзі лаві ты ветра ў полі —


Ён гэтай волі знае смак!


А сіл няма, не служаць ногі,


Не хоча слухацца рука,


Адно і ёсць, што біць парогі,


    Уздзеўшы торбу жабрака.


Хоць бы вясна, ну, інша справа:


Усё ж тады куды лягчэй,


А йсці на зіму — нецікава —


Ідзі ды з голаду калей...


Панік Бабёр, як сіраціна,


Нудзьга пад сэрцам завіла...


Ох, воля, мілая часіна!


Відаць, і ты не ўсім міла."
Савецкія годы,Якуб Колас,1948,https://knihi.com/Jakub_Kolas/Savieckija_hody_daloka.html,"Далёка сягоння ад нас ліхалецце,


Галеча, бяспраўе, жуда.


Ачысціў паветра кастрычніцкі вецер,


І новая сіла паўстала на свеце,


Як майская рань, малада.


 


Цудоўная сіла на радасць народам,


Надзея і шчасце зямлі.


Няма ёй граніцы, няма перашкоды.


Яе ўзгадавалі савецкія годы,


          Што волю і моц нам далі.


 


Імкнуліся лад наш разбурыць пачвары,


Фашысцкага свету разбой,


Дзе стэрлінгаў фунты дружылі з даларам


І благаславенне злінялай ціяры


Йшло з імі дарогай адной.


 


Але не адолелі ворагі міру


Сіл нашых краін маладых.


Упалі ў прадонне акулы, вампіры,


Як чэзлыя шчэпкі ў бушуючым віры,


            І памяць паблекла аб іх.


 


Няхай гэта будзе для тых напамінам,


Што мараць аб новай вайне,


Што з сыканнем злосным, сіпеннем змяіным


Гатуюць няволю свабодным краінам,–


Лёс Гітлера іх не міне.


 


Ляжаць перад намі прасторныя далі,


Шляхі нашы ясны, як дзень:


Азначыў іх Ленін, вядзе па іх Сталін.


Савецкія годы – вясеннія хвалі,


                Дзе сонечны ззяе прамень.


 


Нам ясны задачы, акрэслены мэты,


Наперад скірован наш зрок;


Мы сталінскай дружбай народаў сагрэты,


Мы – новыя людзі вялікай планеты,–


Дык цвёрдым жа будзь ты, наш крок!


Вітай жа сягоння, краіна мая ты,


Вітай, беларускі народ,


Гадоў-сакалоў тваіх слаўны трыццатак,


І ленінска-сталінскі засеў багаты,


                І партыі новай узлёт!"
Жніўныя песні,Якуб Колас,1912,https://knihi.com/Jakub_Kolas/Zniunyja_piesni.html,"Жарыць сонца без літосці,


Варам пыша ад палёў,


Трэцца жыта ў пыл на просце,


Зерне сыплецца далоў.


 


Хоць бы хмарка дзе на небе,


Хоць бы рэдзенькі цянёк!


І без часу ў цвёрдай глебе


Спее грэчка і лянок.


 


Душна ў полі і маркотна.


Постаць жоўтая хлябоў


Ціхім шолахам гаротна


Просіць жнеек і сярпоў.


 


Вось прыйшлі і жнейкі ў поле.


Заскакаў крывы сярпок,


І панёсся на прыволлі


Жнейчын звонкі галасок,


 


Сакавіты і пявучы,


Як вясенька, малады,


А тон жаласны, цягучы,


Поўны жальбы і нуды.


 


І панёсся ён мяжою,


Вольны будзячы прастор,


Потым скаргаю-слязою


Ў неба вырваўся, замёр.


 


Колькі смутку ў песні жніва!


Хто той смутак парадзіў?


Ці жыцця лёс нешчаслівы,


Ці журба сялянскіх ніў?


 


Ці ты, поле, грунт няплодны,


Горам песню абвілі,


Каб аб краі нашым родным


Мы забыцца не маглі?"
У астрозе,Якуб Колас,1908,https://knihi.com/Jakub_Kolas/U_astrozie_nudna.html,"Нудна Сцёпку за рашоткай,


Нудна, эх, старому!


Плачуць думкі, рвуцца думкі


Сцёпкавы дадому.


 


Дома жонка, дома дзеткі...


Бог святы іх знае,


Як жывецца небаракам


Там, у родным краі!


 


Ходзіць Сцёпка з вугла ў вугал


Ды зірне ў аконца:


За рашоткай відно неба,


Хмарак валаконцы.


 


Эй, хмурынкі! Плывяце вы


У старонку тую,


Дзе пакінуў я сямейку,


Хатачку старую!


Ох, паплыў бы я, здаецца,


Хмаркі, разам з вамі,


Каб на вёску сваю глянуць


Нуднымі вачамі.


 


Там, далёка, за дамамі,


Разляглося поле,


Лес, узгоркі і курганы...


Эх, прастор там, воля!


 


Дзесь у полі дым сінее –


Бульбу люд капае.


Сцёпка ж бедны так марнее,


Долю праклінае...


 


Ляжа Сцёпка спаць на нары,


І праз цэлу ночку


Сны аб роднай вёсцы сняцца,


Аб сваім куточку!..


 


Нудна Сцёпку за рашоткай,


Нудна, эх, старому!


Плачуць думкі, рвуцца думкі


Сцёпкавы дадому."
Вярба,Якуб Колас,1910,https://knihi.com/Jakub_Kolas/Viarba.html,"Пытаў ручаёчак


Сірату-вярбіну,


Што над ім стаяла,


Знізіўшы галіны,


Да вады галоўку


Звесіўшы самотна,


Ды з паўднёвым ветрам


Зюкала журботна:


 


«Адкажы мне, вербачка,


    Адкажы мне, мілая,


Чаго ты ўсё смуцішся,


Журышся, пахілая?


Без пары, без восені


З галавы-каронанькі


Ты раняеш лісцейка,


Свой убор зялёненькі?


І аб чым так жаласна


З ветрыкам шапочаш ты,


Бы стаміцца-згрызціся


  Хочаш ты знарочыста?


Кудры твае пышныя


Жоўкнуць, высякаюцца,


А лісточкі кволыя


Па зямлі качаюцца.


Адкажы мне, вербачка,


Адкажы мне, мілая,


Чаго зажурылася,


Смутная,  знясілая?»


Зашумела ціха,


    Жаласна вярбіна:


«Горка мне, мой любы,


Горка сіраціне.


Цяжка маім ножкам —


Цісне іх каменне,


А твая вадзіца


Зрэзала карэнне,


Грунт мой пад нагамі


Зрыла-раскапала,


Сокі майго сэрца


    Ўсе яна забрала.


Моладасць сваю я


Марна загубіла...


Ой, нашто ж так шчыра


Я цябе любіла?!»"
Ворагам,Якуб Колас,1927,https://knihi.com/Jakub_Kolas/Voraham_drot.html,"Яшчэ не стлеў у полі дрот калючы —


Агідны след знішчэння і вайны;


Яшчэ на могілках буяюць бурʼяны,


Дзе тысячы галоў зляглі ў крывавай бучы;


Яшчэ не зроўнены накопаныя кручы


І не засеяны аблогі-дзірваны, —


А вы, прыслужнікі драпежнага Ваала,


Зноў вострыце загнутыя дзюбы.


І сліна пырскае з запененай губы:


Вам трэба кроў — крыві пралітай мала:


Ражном у горле вам сябрына наша стала,


Дзе самі ўладары — нядаўнія рабы.


Ну, што ж? Пускайце ў ход і подкуп і намовы,


Нацкоўвайце сабак пад граканне варон,


Але вам не стрымаць той вольнасці разгон


І бег яго няўхільны, паступовы,


Што ў пух і прах развейвае аковы,


Каб іншы выснаваць парадак і закон!"
З Каўказа,Якуб Колас,1926,https://knihi.com/Jakub_Kolas/Z_Kaukaza.html,"У залатой калясцы сонца


Вандруе зноў у свет дзянёк,


Не змеран шлях яго бясконцы,


Завіты ў сонечны вянок.


 


Замерлі горы ў тонкай сіні,


Глядзіць, як Бог зямлі, Эльбрус,


І патыхае сном пустыні


Яго заснежаны абрус.


 


Маўклівы горы, дзіка-немы,


Не жывяць мыслі іх чала,


І вісне мут адвечнай дрэмы,


Як сум хаўтурнага стала."
"Усміхнулася, зардзела...",Якуб Колас,1914,"https://knihi.com/Jakub_Kolas/Usmichnulasia,_zardziela.html","Усміхнулася, зардзела


Глыб бяздонных небясоў,


Ясным сонцам зазіхцела,


Тканку тонкую адзела


Чуць-чуць значных аблакоў;


 


Як прад шлюбам маладая,


Паднядзелілась яна


І на землю пазірае,


Ўсюды жыцце выклікае,


Ціхай радасці паўна.


 


А з зямлі ёй на спатканне


Песні жаваранкі шлюць


Ад усходу да змяркання,


І лясы ёй прывітанне


Верхавінамі гудуць."
Хмаркі,Якуб Колас,1908,https://knihi.com/Jakub_Kolas/Chmarki_svietlyja.html,"Светлыя хмаркі – дзеткі прастору –


Ціха па небе плывуць.


Ім незнаёмы слёзы і гора,


Смутак і жаль іх не рвуць.


 


Ціха і згодна ідуць, небажаткі,


Ўсюды ім сцежкі ляжаць,


Ясныя зоркі, быццам дзяўчаткі,


Скрозь іх валокны глядзяць.


 


Золатам сонца іх аблівае,


Месяц ім срэбра дарыць,


Грозную песню ім гром напявае,


Вецер на крыллях імчыць.


 


Светлыя хмаркі, рунь залатая,


Дум небясоў чарада!


Вам незнаёма нядоля людская,


Клопат, згрызоты, нуда.


 


Стэп неаглядны, шыр нелюдзіма,


Вольнае царства вятроў, –


Там вашы сцежкі, там і радзіма,


Дзеткі блакітных стэпоў!


 


Станьце ж вы, хмаркі, над рубяжамі


Нашых палеткаў, шнуроў,


Ў сэрца людское закіньце з дажджамі


Думкі іх верных сыноў."
Голас зямлі,Якуб Колас,1941,https://knihi.com/Jakub_Kolas/Holas_ziamli.html,"Я чую голас несціханы —


Зямля мая мяне заве


І кроіць сэрца мне на раны,


Звініць, як звон касы ў траве.


 


І шум дубровы, і стогн пушчы,


І рэк усхліп, і плач крыніц,


І немы зрок балотнай тлушчы


Нясуць мне весць пра чужаніц.


 


Я бачу постаці тэўтонаў —


          Халодны твар, звярыны від.


Не знае жалю, ні законаў


У сталь закованы капыт.


 


  О, каб я меў такія рукі,


Зямля, абняў бы я цябе,


Каб сцішыць гора тваё, мукі


І сілу даць у барацьбе!


 


Зямля мая, мая краіна!


Я чую твой прызыўны звон.


Прымі ж хоць слова твайго сына —


        Не доўгі будзе твой палон.


 


Шумяць гняўліва твае пушчы,


Трасуцца помстаю бары,


І дзень твой хмурны зрок расплюшчыць—


Ёсць у цябе багатыры!"
З Рабіндраната Тагора,Якуб Колас,1926,https://knihi.com/Jakub_Kolas/Z_Rabindranata_Tahora_skazy.html,"Скажы мне, мой любы, ці праўда ўсё гэта:


Калі мае вочы — узлёты зарніц,


Тады тваё сэрца — адсвет бліскавіц,


Душа ж у грымотныя хмары адзета?


 


Ці праўда, што соладкі вусны мае,


Як лісцік разгорнуты краскі тае,


Што чарамі вёсен цвіце маё цела,


Што песняй, як арфай, зазвоніць зямля,


 


Як толькі нага па ёй ступіць мая?


                Ды то не мана, што і ночка нясмела


Мне ў радасці плача бліскучай расой,


Што я аздабляю і золак сабой?


 


Ці праўда, што толькі адну мяне ў свеце


Шукала каханне тваё, дарагі,


Блукаючы доўга па свеце тугі,


Каб сэрца сугучнасць пачуць, запрыкмеціць?


 


Калі ж тваё сэрца мяне напаткала,


То радасць, бязмернае шчасце пазнала.


І слодыч пачуў ты у словах маіх,


У гутарках ціхіх, вачах маіх чорных,


 


І кудрах дзявочых маіх непакорных,


І ў мне адбіваецца кожны твой міг,


І вечнаю тайнасцю я ўся адзета.


Скажы ж мне, мой любы, ці праўда ўсё гэта?"
Навальніца,Якуб Колас,1919,https://knihi.com/Jakub_Kolas/Navalnica_viers.html,"Не пужайся, чалавеча,


Што ў трывозе ўсё кругом,


Што ўжо хмары недалеча,


Шлюць пярун за перуном.


Вецер далей згоніць хмару,


Змые дожджык твар зямлі


І разгоніць смугу-мару,


Што над далямі зляглі...


Дык хай справяць нам ігрышча


Вецер, хмара і пярун:


Па слядах іх баявішча


Шпарчэй колас пойдзе ў рунь."
А. А. К.-Я.-Б.,Якуб Колас,1950,https://knihi.com/Jakub_Kolas/A_A_K-Ja-B.html,"Не скончана песня, а гуслі разбіты,


Мой голас да Вас не дайшоў.


Але не забыта ўсё, што пражыта –


Ды можа не трэба больш слоў?


 


Пралёг паміж намі рубеж невідомы –


На ростані ЧЫСТЫХ дарог,


А думкі вандруюць далёка ад дому –


Няхай жа рассудзіць нас Бог!


 


Як добраму другу, скажу я Вам шчыра:


        Мне цяжка і крыўдна. Чаму?


Няма мне на сэрцы спакою і міру –


Мне сумна без Вас аднаму.


 


І сум мой не згіне, як шчэпка ў пажары,


З душы не развеецца муць...


А Вам няхай добрыя думкі і мары


Цудоўную казку саткуць!


 


Яшчэ што сказаць мне Вам на развітанне?


Жыву я сягоння адным:


Няхай яшчэ будзе нам радасць спаткання,


        А ліха развеецца ў дым!"
Маёй вясне,Якуб Колас,,https://knihi.com/Jakub_Kolas/Majoj_viasnie_ody.html,"Я шмат пісаў, складаў ёй оды,


Маёй красе, маёй Вясне,


Яна ж была скупой заўсёды,


На ключ замкнёнай для мяне.


 


На голас мой не чуў адказу,


І я іду, нібы скрозь мжу,


Ды я ніколі і ні разу


Ёй злога слова не скажу.


 


Няўжо ж не буду знаць нічога


Ні ў яве-дню, ні ў ночы-сне,


Была ці не яе дарога


Хоць раз скірована ка мне?


 


І я гадаю так і гэтак,


А ў сэрцы словы мне гучаць:


Ты не збярэш вясёлых кветак,


І час прыйшоў твой замаўчаць.


 


Ну што ж? Маўчу. На развітанне


Апошні раз ужо скажу:


Маю Вясну, як сонца ззянне,


Я ў сэрца з сумам палажу.


 


Дык не судзі ж мяне, як блазна.


Даруй мне ўсё, Вясна мая —


Ніхто не будзе так прыязны,


Як быў к табе прыязны Я."
Палессе,Якуб Колас,1916,https://knihi.com/Jakub_Kolas/Palessie_kraj.html,"Край лясоў, край балот


І туманаў гнілых!


Хоць і бедна ў табе,


Хоць у лозах тваіх


Вецер жудасна ўвосень шуміць,


 


А ўсё міл ты мне... Чым?


Я не ведаю сам,


А твой вобраз маім


Прыглядзеўся вачам,


Да цябе маё сэрца ляжыць.


 


Я люблю твой прастор,


Гмах шырокі балот,


Дзе бубняць бугаі,


Дзе красуе чарот


І дзе травы, як мора, ляглі.


 


Калі лес там, дык лес:


Можна тыдзень дыбаць;


А прастор, дык прастор —


І канца не відаць,


Не ахопіш, не змерыш зямлі.


 


Я люблю твой спакой,


Яснасць ціхіх дзянькоў,


Залаценькі убор,


Тую чырвань лясоў,


Што на сонцы увосень гарыць.


 


Я далёка цяпер


Ад палескіх раўнін,


А люблю ж я той край,


Бы яго родны сын,


І па ім маё сэрца баліць."
Роднае поле,Якуб Колас,1907,https://knihi.com/Jakub_Kolas/Rodnaje_pole.html,"Поле убогае, поле пясчанае!


Нудна лягло ты між гор і лясоў,


Потам абмытае, ўдоўж пааранае...


Колькі каменняў, а колькі пяскоў!..


З пылам сыпучым, з пяском і з туманамі


Вецер над полем не раз пралятаў,


Па-над магіламі, па-над курганамі


Сумныя песні у суш ён спяваў.


Многа тут працы і поту гарачага,


Сілы, здароўя мужык палажыў!


Жніва надыдзе – і жаць нам няма чаго:


Ніву пустую драсён заглушыў.


Поле убогае, поле пясчанае!


Кепска ты плаціш за працу людзям:


Злітае потам, слязьмі абліванае,


Дзікае зелле прыносіш ты нам!"
Роднаму краю,Якуб Колас,1913,https://knihi.com/Jakub_Kolas/Rodnamu_kraju_zal.html,"Жаль і крыўда разбірае,


Горач сэрца разʼядае,


І бунтуе кроў,


Што над роднаю старонкай


Вісне ночы змрок пялёнкай,


Вісне ад вякоў;


Што няма парадку, ладу,


Што ў хвасце другіх мы, ззаду,


Без дарогі йдзём;


Што чужы грэх выкупляем.


За каго ж мы, запытаем,


Цяжкі крыж нясём?


.................................


Непрытульна дзе і цёмна


І дзе смерці ўзмах агромны,


Першыя мы там.


Дзе найгоршыя дарогі,


Дзе штогод растуць астрогі, —


Перша месца — нам.


А ў чым можна пахваліцца,


Пазайздросціць, падзівіцца,


Там нас не шукай.


Асмеяны і абдзёрты,


Ва ўсім добрым ўзад адцёрты


Ты, наш родны край."
У зале Крамлёўскага палаца,Якуб Колас,1946,https://knihi.com/Jakub_Kolas/U_zale_Kramlouskaha_palaca.html,"Усё мне радуе тут вока


І поўніць сэрца цеплынёй:


І постаць Леніна-прарока,


Што даль вякоў раскрыў шырока


З яе прывабнай глыбінёй;


 


І сад жывы народаў нашых,


І рознамоўны гоман іх,


Дзе дружбы слодыч поўніць чашы,


Дзе воля чуецца, бясстрашна


        І сіла крокаў маладых.


 


А ў садзе тым – краса народаў,


Цвет многалікі і буйны:


Героі працы і паходаў,


Пранёсшых славу нашу ў годы


Праз дым, агонь і гром вайны.


 


Гудзе, як летам рой пчаліны,


Утульны, светлы зал Крамля


Ў чаканні радаснай хвіліны,


Каб згледзець хоць на міг адзіны


          Таго, аб кім пяе зямля;


 


Таго, хто мудрыя законы


Даў нам для вольнасці, дабра;


Таго, каму люд шле паклоны


І праслаўляюць міліёны,


Як бацьку і правадыра."
На развітанне,Якуб Колас,1950,https://knihi.com/Jakub_Kolas/Na_razvitannie_daroha.html,"Ці так, ці сяк, абы дарога,


Абы на месцы не сядзець –


Праяў на свеце гэтак многа,


На свеце ёсць што паглядзець!


 


Ну, што ж? бывайце ўсе здаровы:


І тыя, што святло вачэй


Як сонца, сыпалі ў дубровы,


Каб кветкі ў іх раслі хутчэй.


 


Усім сябрам маім, з якімі


Прад бочкай задзіралі нос,


Няхай жа прыязна вас прыме


Усіх, усіх шчаслівы лёс!


 


Прывет усім, усім астатні –


Хацеў бы ўсім дапамагчы


І нават тым, што ў галубятні


Заселі глуха, як сычы!"
Калгасу «Слабада»,Якуб Колас,1933,https://knihi.com/Jakub_Kolas/Kalhasu_Slabada.html,"Не дужа вялікі калгас «Слабада»,


Ды дужа прыемна яго грамада:


Жанчыны, як вішні, мужчыны — дубы,


А хлопцы, дык хлопцы — гвардзеец любы!


 


А дзеці!.. Ой слаўныя дзеці пайшлі!


Яны — аздабленне калгаснай зямлі,


Іх вочкі — жывыя і смеласць у іх...


Такіх не бывала у вёсках старых!


 


Не надта вялікі калгас «Слабада»,


Ды дружна працуе яго грамада.


Калгас ідзе ўгору, калгас — жывы вір,


Калгаснаю справай жыве брыгадзір.


 


Работа ў калгасе кіпіць і гудзе.


На месцы і сам старшыня ў «Слабадзе»,


І рэчка на месцы, на месцы шаша,


Глядзіш — і вясною квітнее душа."
Камсамольцам,Якуб Колас,1936,https://knihi.com/Jakub_Kolas/Kamsamolcam_pryviet.html,"Прывет вам, племя маладое,


Зямель савецкіх яснацвет!


Дарога ваша — шлях герояў,


У новы дзень бліскучы след.


Як сонца, першыя ў паходзе,


Стыхіям злым наперакор,


Ішлі вы з песняй, як разводдзе,


На штурмы скал і дзікіх гор.


 


Ішлі вы, юнасць-чарадзеі,


Зʼяднанай сілай грамады,


Перамагаючы завеі,


Дажджы, і суш, і халады.


 


І голас вашай песні звонкай


Лавіў прастор нябёс, зямлі,


І ціш балот, і шчыт сасонкі,


Дзе густа збіліся камлі.


 


Усюды, дзе патрэбна зброя,


Каб перашкоды ўсе скрышыць,


Вы неслі сэрца маладое


І жар юнацкае душы.


 


І было крэпка ваша раме,


І не стамлялася рука,


Бо Ленін быў заўсёды з вамі,


Быў з вамі гарт бальшавіка.


 


І вам дарогу саступалі


Пустэлі, пушчы і снягі,


Бо даручаў таварыш Сталін


Вам камсамольскія сцягі.


 


Прывет вам, войска маладое,


Загартаванае ў баях!


Дарога ваша — след герояў,


Былінны эпас, зорны шлях.


 


Ідзіце ж гэтак жа і далей!


Прывет вам, родныя, прывет!


Пад камсамольскай гулкай хваляй


Ці ж устаіць варожы свет?!"
Дэпутату беларускага народа,Якуб Колас,1938,https://knihi.com/Jakub_Kolas/Deputatu_bielaruskaha_naroda_rannie.html,"Як светлае ранне,


Абнятае сонцам,


Расходзіцца радасць


Па нашай старонцы.


І кожны ўсхвалёван,


І кожны узнят:


Ён, родны наш Сталін,


Ён – наш дэпутат!


Напоўнены сэрцы


Пачуццем высокім;


Нас гордасць шугае


Патокам глыбокім.


Шуміць наша радасць,


Як майскі парад:


Праслаўлены геній,


Ён – наш дэпутат!


Падымем жа вышай


Чырвоныя сцягі,


Дастойнымі будзем


Вялікай увагі,


Каб Сталін любімы,


Зірнуўшы на нас,


Сказаў бы: «Хвалю я,


Таварышы, вас!»"
